N_Ser,N_Par,Irradiation,Temperature,Current,Voltage,Label
1,1,510,50,3.004052702,37.47,1
1,1,510,55,3.007806305,36.52201594,1
1,1,510,60,3.011251321,35.575,1
1,1,510,65,3.013852683,34.635,1
1,1,510,70,3.016184152,33.695,1
1,1,510,75,3.018242395,32.755,1
1,1,510,80,3.019550485,31.82,1
1,1,510,85,3.020063653,30.89,1
1,1,510,90,3.020237707,29.96,1
1,1,520,10,3.0207046,45.13,1
1,1,520,15,3.027038418,44.17,1
1,1,520,20,3.033067532,43.21201594,1
1,1,520,25,3.03885496,42.255,1
1,1,520,30,3.044536059,41.29701594,1
1,1,520,35,3.049437851,40.34701594,1
1,1,520,40,3.054518674,39.39201594,1
1,1,520,45,3.059010316,38.44201594,1
1,1,520,50,3.063044195,37.495,1
1,1,520,55,3.06692977,36.54701594,1
1,1,520,60,3.070072988,35.605,1
1,1,520,65,3.073222218,34.66,1
1,1,520,70,3.075668961,33.72,1
1,1,520,75,3.077372068,32.785,1
1,1,520,80,3.078770297,31.85,1
1,1,520,85,3.079362506,30.92,1
1,1,520,90,3.079613306,29.99,1
1,1,530,10,3.078801035,45.15,1
1,1,530,15,3.085301307,44.19,1
1,1,530,20,3.091280001,43.235,1
1,1,530,25,3.097441448,42.275,1
1,1,530,30,3.10290843,41.32201594,1
1,1,530,35,3.108334747,40.36701594,1
1,1,530,40,3.11317601,39.41701594,1
1,1,530,45,3.117804535,38.46701594,1
1,1,530,50,3.121969479,37.52,1
1,1,530,55,3.125986181,36.57201594,1
1,1,530,60,3.12924994,35.63,1
1,1,530,65,3.132071582,34.69,1
1,1,530,70,3.134619847,33.75,1
1,1,530,75,3.136413726,32.815,1
1,1,530,80,3.137900685,31.88,1
1,1,530,85,3.138570377,30.95,1
1,1,530,90,3.138896372,30.02,1
1,1,540,10,3.136848927,45.17,1
1,1,540,15,3.143515238,44.21,1
1,1,540,20,3.149505683,43.25701594,1
1,1,540,25,3.155827817,42.29701594,1
1,1,540,30,3.161598901,41.34201594,1
1,1,540,35,3.166788971,40.39201594,1
1,1,540,40,3.171767653,39.44201594,1
1,1,540,45,3.176532273,38.49201594,1
1,1,540,50,3.180827417,37.545,1
1,1,540,55,3.184714779,36.6,1
1,1,540,60,3.188357719,35.655,1
1,1,540,65,3.191294116,34.715,1
1,1,540,70,3.193955473,33.775,1
1,1,540,75,3.195852613,32.84,1
1,1,540,80,3.1969401,31.91,1
1,1,540,85,3.197685715,30.98,1
1,1,540,90,3.198085352,30.05,1
1,1,550,10,3.194847434,45.19,1
1,1,550,15,3.201679379,44.23,1
1,1,550,20,3.207974823,43.275,1
1,1,550,25,3.213931291,42.32201594,1
1,1,550,30,3.219849089,41.36701594,1
1,1,550,35,3.22557634,40.41201594,1
1,1,550,40,3.230702005,39.46201594,1
1,1,550,45,3.235612404,38.51201594,1
1,1,550,50,3.239874277,37.56701594,1
1,1,550,55,3.24389331,36.62201594,1
1,1,550,60,3.24739518,35.68,1
1,1,550,65,3.250445292,34.74,1
1,1,550,70,3.252737608,33.805,1
1,1,550,75,3.254722825,32.87,1
1,1,550,80,3.256397226,31.935,1
1,1,550,85,3.257232534,31.005,1
1,1,550,90,3.257178671,30.08,1
1,1,560,10,3.252795705,45.21,1
1,1,560,15,3.259792884,44.25,1
1,1,560,20,3.26624593,43.295,1
1,1,560,25,3.272512112,42.34,1
1,1,560,30,3.27858906,41.385,1
1,1,560,35,3.283904927,40.43701594,1
1,1,560,40,3.28916653,39.48701594,1
1,1,560,45,3.294211544,38.53701594,1
1,1,560,50,3.29859879,37.59201594,1
1,1,560,55,3.302741716,36.64701594,1
1,1,560,60,3.306361161,35.705,1
1,1,560,65,3.309523952,34.765,1
1,1,560,70,3.311918955,33.83,1
1,1,560,75,3.314004991,32.895,1
1,1,560,80,3.315778351,31.96,1
1,1,560,85,3.316167761,31.035,1
1,1,560,90,3.316725681,30.105,1
1,1,570,10,3.311059176,45.225,1
1,1,570,15,3.317854896,44.27,1
1,1,570,20,3.324465036,43.315,1
1,1,570,25,3.330887216,42.36,1
1,1,570,30,3.337119068,41.405,1
1,1,570,35,3.342745643,40.455,1
1,1,570,40,3.3479863,39.50701594,1
1,1,570,45,3.353175768,38.55701594,1
1,1,570,50,3.357699124,37.61201594,1
1,1,570,55,3.361518447,36.67201594,1
1,1,570,60,3.365254484,35.73,1
1,1,570,65,3.36852892,34.79,1
1,1,570,70,3.371025445,33.855,1
1,1,570,75,3.373211138,32.92,1
1,1,570,80,3.375082302,31.985,1
1,1,570,85,3.375549984,31.06,1
1,1,570,90,3.375632873,30.135,1
1,1,580,10,3.369133358,45.24201594,1
1,1,580,15,3.376245818,44.285,1
1,1,580,20,3.383021749,43.33,1
1,1,580,25,3.38920895,42.38,1
1,1,580,30,3.395429962,41.42701594,1
1,1,580,35,3.40136805,40.475,1
1,1,580,40,3.406924605,39.525,1
1,1,580,45,3.411642076,38.58201594,1
1,1,580,50,3.416289089,37.63701594,1
1,1,580,55,3.420688957,36.69201594,1
1,1,580,60,3.424553169,35.75,1
1,1,580,65,3.427459003,34.815,1
1,1,580,70,3.430562399,33.875,1
1,1,580,75,3.432340078,32.945,1
1,1,580,80,3.43430789,32.01,1
1,1,580,85,3.434852424,31.085,1
1,1,580,90,3.435009818,30.16,1
1,1,590,10,3.426936648,45.26201594,1
1,1,590,15,3.434440385,44.30201594,1
1,1,590,20,3.441141216,43.35,1
1,1,590,25,3.447883244,42.395,1
1,1,590,30,3.453848496,41.44701594,1
1,1,590,35,3.459762774,40.49701594,1
1,1,590,40,3.465636105,39.545,1
1,1,590,45,3.470667903,38.6,1
1,1,590,50,3.475268173,37.65701594,1
1,1,590,55,3.479801269,36.71201594,1
1,1,590,60,3.483306095,35.775,1
1,1,590,65,3.486813922,34.835,1
1,1,590,70,3.489660085,33.89868102,1
1,1,590,75,3.49179626,32.96617207,1
1,1,590,80,3.493058773,32.03862328,1
1,1,590,85,3.493953125,31.11107449,1
1,1,590,90,3.494474999,30.1835257,1
1,1,600,10,3.485227016,45.275,1
1,1,600,15,3.492353862,44.32201594,1
1,1,600,20,3.499447155,43.36701594,1
1,1,600,25,3.50610275,42.415,1
1,1,600,30,3.512635196,41.46201594,1
1,1,600,35,3.518705062,40.51201594,1
1,1,600,40,3.524111202,39.56701594,1
1,1,600,45,3.529457794,38.62,1
1,1,600,50,3.534378021,37.675,1
1,1,600,55,3.538567159,36.735,1
1,1,600,60,3.542630691,35.79345983,1
1,1,600,65,3.546007339,34.85599073,1
1,1,600,70,3.548566866,33.92348179,1
1,1,600,75,3.550795495,32.99097284,1
1,1,600,80,3.552689306,32.0584639,1
1,1,600,85,3.553679307,31.1309151,1
1,1,600,90,3.553712116,30.20832647,1
1,1,610,10,3.543323455,45.29,1
1,1,610,15,3.55077475,44.335,1
1,1,610,20,3.557626494,43.385,1
1,1,610,25,3.564686606,42.43,1
1,1,610,30,3.571122386,41.48,1
1,1,610,35,3.577341019,40.53,1
1,1,610,40,3.582887708,39.585,1
1,1,610,45,3.588189247,38.64,1
1,1,610,50,3.593242635,37.695,1
1,1,610,55,3.597555905,36.755,1
1,1,610,60,3.601760473,35.81330045,1
1,1,610,65,3.604742093,34.8807915,1
1,1,610,70,3.607922379,33.9433224,1
1,1,610,75,3.610257349,33.01081346,1
1,1,610,80,3.611697791,32.08326467,1
1,1,610,85,3.612765876,31.15571587,1
1,1,610,90,3.612865169,30.23312724,1
1,1,620,10,3.601378077,45.305,1
1,1,620,15,3.608994571,44.35,1
1,1,620,20,3.616004157,43.4,1
1,1,620,25,3.622800753,42.45,1
1,1,620,30,3.629381663,41.5,1
1,1,620,35,3.635744207,40.55,1
1,1,620,40,3.641426042,39.605,1
1,1,620,45,3.646861374,38.66,1
1,1,620,50,3.652047208,37.715,1
1,1,620,55,3.656483781,36.775,1
1,1,620,60,3.660322427,35.83810122,1
1,1,620,65,3.663919539,34.90063212,1
1,1,620,70,3.667214874,33.96316302,1
1,1,620,75,3.669104418,33.03561423,1
1,1,620,80,3.671191002,32.10310528,1
1,1,620,85,3.671768618,31.18051664,1
1,1,620,90,3.671932921,30.25792801,1
1,1,630,10,3.659390263,45.32,1
1,1,630,15,3.666758349,44.37,1
1,1,630,20,3.674338545,43.415,1
1,1,630,25,3.681291409,42.465,1
1,1,630,30,3.688027483,41.515,1
1,1,630,35,3.69454409,40.565,1
1,1,630,40,3.700372212,39.62,1
1,1,630,45,3.70595261,38.675,1
1,1,630,50,3.710790844,37.735,1
1,1,630,55,3.715349895,36.795,1
1,1,630,60,3.719835678,35.85298168,1
1,1,630,65,3.723033963,34.92047273,1
1,1,630,70,3.725899773,33.98796379,1
1,1,630,75,3.728429165,33.05545484,1
1,1,630,80,3.730042682,32.12790605,1
1,1,630,85,3.731279669,31.20035726,1
1,1,630,90,3.731525541,30.27776862,1
1,1,640,10,3.717359384,45.335,1
1,1,640,15,3.725305166,44.38,1
1,1,640,20,3.732629038,43.43,1
1,1,640,25,3.739737705,42.48,1
1,1,640,30,3.746628476,41.53,1
1,1,640,35,3.752836468,40.585,1
1,1,640,40,3.758798392,39.64,1
1,1,640,45,3.764511241,38.695,1
1,1,640,50,3.769972029,37.75,1
1,1,640,55,3.774666083,36.81,1
1,1,640,60,3.778779337,35.87282229,1
1,1,640,65,3.782084475,34.94031335,1
1,1,640,70,3.785055355,34.0078044,1
1,1,640,75,3.787688042,33.07529546,1
1,1,640,80,3.789394618,32.14774667,1
1,1,640,85,3.790120688,31.22515803,1
1,1,640,90,3.790428772,30.30256939,1
1,1,650,10,3.775284804,45.35,1
1,1,650,15,3.783394687,44.395,1
1,1,650,20,3.790875012,43.445,1
1,1,650,25,3.79813902,42.495,1
1,1,650,30,3.805184024,41.545,1
1,1,650,35,3.811538338,40.6,1
1,1,650,40,3.817645362,39.655,1
1,1,650,45,3.823502088,38.71,1
1,1,650,50,3.828599123,37.77,1
1,1,650,55,3.833414103,36.83,1
1,1,650,60,3.83765917,35.89266291,1
1,1,650,65,3.841070179,34.96015397,1
1,1,650,70,3.844145148,34.02764502,1
1,1,650,75,3.846880155,33.09513607,1
1,1,650,80,3.848678705,32.16758728,1
1,1,650,85,3.849486048,31.24499865,1
1,1,650,90,3.849873188,30.32241001,1
1,1,660,10,3.833588454,45.36,1
1,1,660,15,3.841439507,44.41,1
1,1,660,20,3.849075831,43.46,1
1,1,660,25,3.856494724,42.51,1
1,1,660,30,3.863693502,41.56,1
1,1,660,35,3.870193585,40.615,1
1,1,660,40,3.876445151,39.67,1
1,1,660,45,3.881943998,38.73,1
1,1,660,50,3.887677225,37.785,1
1,1,660,55,3.892097737,36.85,1
1,1,660,60,3.896474268,35.91250353,1
1,1,660,65,3.900543454,34.97503443,1
1,1,660,70,3.903737014,34.04252548,1
1,1,660,75,3.906004597,33.11497669,1
1,1,660,80,3.907894035,32.1874279,1
1,1,660,85,3.908781457,31.26483926,1
1,1,660,90,3.909246464,30.34225062,1
1,1,670,10,3.891431256,45.375,1
1,1,670,15,3.89943898,44.425,1
1,1,670,20,3.907230853,43.475,1
1,1,670,25,3.914804178,42.525,1
1,1,670,30,3.922156277,41.575,1
1,1,670,35,3.928801577,40.63,1
1,1,670,40,3.935197135,39.685,1
1,1,670,45,3.940831612,38.745,1
1,1,670,50,3.946184526,37.805,1
1,1,670,55,3.951252522,36.865,1
1,1,670,60,3.955770059,35.92738399,1
1,1,670,65,3.959405282,34.99487504,1
1,1,670,70,3.962701086,34.0623661,1
1,1,670,75,3.965060453,33.13481731,1
1,1,670,80,3.967039695,32.20726851,1
1,1,670,85,3.968006,31.28467988,1
1,1,670,90,3.968547684,30.36209124,1
1,1,680,10,3.949663611,45.385,1
1,1,680,15,3.957838084,44.435,1
1,1,680,20,3.965795707,43.485,1
1,1,680,25,3.973533787,42.535,1
1,1,680,30,3.980571707,41.59,1
1,1,680,35,3.987361677,40.645,1
1,1,680,40,3.99390068,39.7,1
1,1,680,45,3.999670143,38.76,1
1,1,680,50,4.005156681,37.82,1
1,1,680,55,4.010356942,36.88,1
1,1,680,60,4.014461399,35.9472246,1
1,1,680,65,4.018199659,35.01471566,1
1,1,680,70,4.021596733,34.08220671,1
1,1,680,75,4.024046796,33.15465792,1
1,1,680,80,4.026114759,32.22710913,1
1,1,680,85,4.02715875,31.30452049,1
1,1,680,90,4.027118467,30.38689201,1
1,1,690,10,4.007421534,45.4,1
1,1,690,15,4.015751851,44.45,1
1,1,690,20,4.023864191,43.5,1
1,1,690,25,4.031755866,42.55,1
1,1,690,30,4.038939144,41.605,1
1,1,690,35,4.04587324,40.66,1
1,1,690,40,4.052555143,39.715,1
1,1,690,45,4.058458953,38.775,1
1,1,690,50,4.064078476,37.835,1
1,1,690,55,4.06885898,36.9,1
1,1,690,60,4.073647679,35.96210507,1
1,1,690,65,4.077503627,35.02959612,1
1,1,690,70,4.081016791,34.09708718,1
1,1,690,75,4.083573556,33.16953838,1
1,1,690,80,4.08511829,32.24694975,1
1,1,690,85,4.086238774,31.32436111,1
1,1,690,90,4.086930247,30.40177247,1
1,1,700,10,4.065580649,45.41,1
1,1,700,15,4.074076994,44.46,1
1,1,700,20,4.082354358,43.51,1
1,1,700,25,4.089929835,42.565,1
1,1,700,30,4.097257931,41.62,1
1,1,700,35,4.104335615,40.675,1
1,1,700,40,4.111159877,39.73,1
1,1,700,45,4.117197397,38.79,1
1,1,700,50,4.122949267,37.85,1
1,1,700,55,4.127853166,36.915,1
1,1,700,60,4.132781917,35.97698553,1
1,1,700,65,4.136754783,35.04447658,1
1,1,700,70,4.139781698,34.11692779,1
1,1,700,75,4.142427107,33.189379,1
1,1,700,80,4.14468667,32.26183021,1
1,1,700,85,4.145901216,31.33924157,1
1,1,700,90,4.146009709,30.42161309,1
1,1,710,10,4.123705419,45.42,1
1,1,710,15,4.13236746,44.47,1
1,1,710,20,4.140334025,43.525,1
1,1,710,25,4.148542497,42.575,1
1,1,710,30,4.156026998,41.63,1
1,1,710,35,4.163259988,40.685,1
1,1,710,40,4.169714225,39.745,1
1,1,710,45,4.17588482,38.805,1
1,1,710,50,4.181768405,37.865,1
1,1,710,55,4.186794969,36.93,1
1,1,710,60,4.191863473,35.99186599,1
1,1,710,65,4.195359008,35.0643172,1
1,1,710,70,4.199086072,34.13180825,1
1,1,710,75,4.201836364,33.20425946,1
1,1,710,80,4.203553588,32.28167082,1
1,1,710,85,4.204842372,31.35908219,1
1,1,710,90,4.205013356,30.4414537,1
1,1,720,10,4.181335254,45.435,1
1,1,720,15,4.190151961,44.485,1
1,1,720,20,4.198747542,43.535,1
1,1,720,25,4.206625583,42.59,1
1,1,720,30,4.214253903,41.645,1
1,1,720,35,4.221629477,40.7,1
1,1,720,40,4.228217523,39.76,1
1,1,720,45,4.235066046,38.815,1
1,1,720,50,4.240535232,37.88,1
1,1,720,55,4.245683735,36.945,1
1,1,720,60,4.250507804,36.01,1
1,1,720,65,4.254494728,35.07919766,1
1,1,720,70,4.258335495,34.14668872,1
1,1,720,75,4.260553767,33.22410008,1
1,1,720,80,4.263001085,32.29655129,1
1,1,720,85,4.263708057,31.3789228,1
1,1,720,90,4.263940222,30.46129432,1
1,1,730,10,4.239383859,45.445,1
1,1,730,15,4.248365564,44.495,1
1,1,730,20,4.257125129,43.545,1
1,1,730,25,4.265159808,42.6,1
1,1,730,30,4.27294366,41.655,1
1,1,730,35,4.280473664,40.71,1
1,1,730,40,4.287208526,39.77,1
1,1,730,45,4.293657161,38.83,1
1,1,730,50,4.299249082,37.895,1
1,1,730,55,4.3045188,36.96,1
1,1,730,60,4.309462572,36.025,1
1,1,730,65,4.313575608,35.09407812,1
1,1,730,70,4.316902602,34.16652933,1
1,1,730,75,4.319842561,33.23898054,1
1,1,730,80,4.321728003,32.3163919,1
1,1,730,85,4.323180837,31.39380326,1
1,1,730,90,4.323493474,30.47617478,1
1,1,740,10,4.297396751,45.455,1
1,1,740,15,4.306543134,44.505,1
1,1,740,20,4.315466359,43.555,1
1,1,740,25,4.323657273,42.61,1
1,1,740,30,4.331596252,41.665,1
1,1,740,35,4.338747955,40.725,1
1,1,740,40,4.345615449,39.785,1
1,1,740,45,4.352195353,38.845,1
1,1,740,50,4.358484314,37.905,1
1,1,740,55,4.363889841,36.97,1
1,1,740,60,4.368362249,36.04,1
1,1,740,65,4.372600988,35.10895858,1
1,1,740,70,4.376031972,34.18140979,1
1,1,740,75,4.379074149,33.253861,1
1,1,740,80,4.381051629,32.33127236,1
1,1,740,85,4.382594532,31.40868373,1
1,1,740,90,4.382273787,30.4960154,1
1,1,750,10,4.35537349,45.465,1
1,1,750,15,4.364684235,44.515,1
1,1,750,20,4.37326891,43.57,1
1,1,750,25,4.382117547,42.62,1
1,1,750,30,4.3896848,41.68,1
1,1,750,35,4.397509966,40.735,1
1,1,750,40,4.40452325,39.795,1
1,1,750,45,4.411247724,38.855,1
1,1,750,50,4.417098189,37.92,1
1,1,750,55,4.422623579,36.985,1
1,1,750,60,4.427206162,36.055,1
1,1,750,65,4.431570205,35.12383905,1
1,1,750,70,4.435104324,34.19629025,1
1,1,750,75,4.438247869,33.26874146,1
1,1,750,80,4.440316446,32.34615283,1
1,1,750,85,4.441247734,31.42852434,1
1,1,750,90,4.441697368,30.51089586,1
1,1,760,10,4.413799052,45.47,1
1,1,760,15,4.422788424,44.525,1
1,1,760,20,4.431529597,43.58,1
1,1,760,25,4.440019515,42.635,1
1,1,760,30,4.448255145,41.69,1
1,1,760,35,4.456233477,40.745,1
1,1,760,40,4.463392074,39.805,1
1,1,760,45,4.469686027,38.87,1
1,1,760,50,4.475657152,37.935,1
1,1,760,55,4.481301687,37,1
1,1,760,60,4.48661591,36.065,1
1,1,760,65,4.490482585,35.13871951,1
1,1,760,70,4.494118988,34.21117072,1
1,1,760,75,4.497363053,33.28362193,1
1,1,760,80,4.499521784,32.36103329,1
1,1,760,85,4.500532519,31.4434048,1
1,1,760,90,4.50105941,30.52577632,1
1,1,770,10,4.471708657,45.48,1
1,1,770,15,4.480855257,44.535,1
1,1,770,20,4.489752536,43.59,1
1,1,770,25,4.498397444,42.645,1
1,1,770,30,4.506786952,41.7,1
1,1,770,35,4.5143645,40.76,1
1,1,770,40,4.521654024,39.82,1
1,1,770,45,4.528652156,38.88,1
1,1,770,50,4.534758638,37.945,1
1,1,770,55,4.540537176,37.01,1
1,1,770,60,4.545354626,36.08,1
1,1,770,65,4.549979746,35.14863982,1
1,1,770,70,4.553735363,34.22109102,1
1,1,770,75,4.556419025,33.29850239,1
1,1,770,80,4.55866697,32.37591375,1
1,1,770,85,4.559756119,31.45828527,1
1,1,770,90,4.560359238,30.54065678,1
1,1,780,10,4.529580841,45.49,1
1,1,780,15,4.538884281,44.545,1
1,1,780,20,4.548458976,43.595,1
1,1,780,25,4.556736788,42.655,1
1,1,780,30,4.565279782,41.71,1
1,1,780,35,4.573002855,40.77,1
1,1,780,40,4.58043668,39.83,1
1,1,780,45,4.586988184,38.895,1
1,1,780,50,4.593819184,37.955,1
1,1,780,55,4.59911033,37.025,1
1,1,780,60,4.604673517,36.09,1
1,1,780,65,4.608784894,35.16352028,1
1,1,780,70,4.612641201,34.23597149,1
1,1,780,75,4.615415104,33.31338285,1
1,1,780,80,4.617751323,32.39079421,1
1,1,780,85,4.618917852,31.47316573,1
1,1,780,90,4.619596173,30.55553724,1
1,1,790,10,4.587415143,45.5,1
1,1,790,15,4.597391215,44.55,1
1,1,790,20,4.606611833,43.605,1
1,1,790,25,4.615037097,42.665,1
1,1,790,30,4.623733188,41.72,1
1,1,790,35,4.631601317,40.78,1
1,1,790,40,4.639178974,39.84,1
1,1,790,45,4.645866021,38.905,1
1,1,790,50,4.652226006,37.97,1
1,1,790,55,4.658255189,37.035,1
1,1,790,60,4.663304654,36.105,1
1,1,790,65,4.667531253,35.17840074,1
1,1,790,70,4.671487402,34.25085195,1
1,1,790,75,4.674350601,33.32826331,1
1,1,790,80,4.676774156,32.40567467,1
1,1,790,85,4.678017033,31.48804619,1
1,1,790,90,4.67876953,30.57041771,1
1,1,800,10,4.645721868,45.505,1
1,1,800,15,4.655350045,44.56,1
1,1,800,20,4.664725667,43.615,1
1,1,800,25,4.673845692,42.67,1
1,1,800,30,4.68214672,41.73,1
1,1,800,35,4.690159439,40.79,1
1,1,800,40,4.697880463,39.85,1
1,1,800,45,4.704702507,38.915,1
1,1,800,50,4.711196135,37.98,1
1,1,800,55,4.717357611,37.045,1
1,1,800,60,4.722530637,36.115,1
1,1,800,65,4.726884906,35.18832105,1
1,1,800,70,4.730958139,34.26077226,1
1,1,800,75,4.73392925,33.33818362,1
1,1,800,80,4.735734777,32.42055514,1
1,1,800,85,4.73705297,31.50292665,1
1,1,800,90,4.737878617,30.58529817,1
1,1,810,10,4.703485836,45.515,1
1,1,810,15,4.713269768,44.57,1
1,1,810,20,4.722800015,43.625,1
1,1,810,25,4.73207354,42.68,1
1,1,810,30,4.740519925,41.74,1
1,1,810,35,4.748676771,40.8,1
1,1,810,40,4.756540696,39.86,1
1,1,810,45,4.763497195,38.925,1
1,1,810,50,4.770123925,37.99,1
1,1,810,55,4.775773126,37.06,1
1,1,810,60,4.781051769,36.13,1
1,1,810,65,4.78552036,35.20320151,1
1,1,810,70,4.789691852,34.27565272,1
1,1,810,75,4.792750494,33.35306408,1
1,1,810,80,4.794632487,32.4354356,1
1,1,810,85,4.796024964,31.51780711,1
1,1,810,90,4.796922737,30.60017863,1
1,1,820,10,4.761733889,45.52,1
1,1,820,15,4.771685494,44.575,1
1,1,820,20,4.78138242,43.63,1
1,1,820,25,4.790261063,42.69,1
1,1,820,30,4.798852344,41.75,1
1,1,820,35,4.807152856,40.81,1
1,1,820,40,4.815159222,39.87,1
1,1,820,45,4.822249636,38.935,1
1,1,820,50,4.829008926,38,1
1,1,820,55,4.834781873,37.07,1
1,1,820,60,4.840182756,36.14,1
1,1,820,65,4.844778158,35.21312182,1
1,1,820,70,4.849065351,34.28557303,1
1,1,820,75,4.851509159,33.36794454,1
1,1,820,80,4.854209105,32.4453559,1
1,1,820,85,4.855696383,31.52772742,1
1,1,820,90,4.855901187,30.61505909,1
1,1,830,10,4.81942595,45.53,1
1,1,830,15,4.82953262,44.585,1
1,1,830,20,4.839383474,43.64,1
1,1,830,25,4.848407792,42.7,1
1,1,830,30,4.857725207,41.755,1
1,1,830,35,4.865587233,40.82,1
1,1,830,40,4.873735582,39.88,1
1,1,830,45,4.880959372,38.945,1
1,1,830,50,4.887850687,38.01,1
1,1,830,55,4.893746762,37.08,1
1,1,830,60,4.899269275,36.15,1
1,1,830,65,4.903991073,35.22304213,1
1,1,830,70,4.907684143,34.30045349,1
1,1,830,75,4.91093493,33.37786485,1
1,1,830,80,4.912988192,32.46023637,1
1,1,830,85,4.914547827,31.54260788,1
1,1,830,90,4.914813259,30.62993955,1
1,1,840,10,4.877614025,45.535,1
1,1,840,15,4.887887771,44.59,1
1,1,840,20,4.897343718,43.65,1
1,1,840,25,4.907088158,42.705,1
1,1,840,30,4.915981926,41.765,1
1,1,840,35,4.924582609,40.825,1
1,1,840,40,4.932269314,39.89,1
1,1,840,45,4.939625945,38.955,1
1,1,840,50,4.946648748,38.02,1
1,1,840,55,4.95266734,37.09,1
1,1,840,60,4.958310869,36.16,1
1,1,840,65,4.96246011,35.23792259,1
1,1,840,70,4.966958309,34.3103738,1
1,1,840,75,4.970313933,33.38778516,1
1,1,840,80,4.97246225,32.47015667,1
1,1,840,85,4.973333301,31.55748835,1
1,1,840,90,4.973658236,30.64482002,1
1,1,850,10,4.935774551,45.54,1
1,1,850,15,4.94566071,44.6,1
1,1,850,20,4.955830888,43.655,1
1,1,850,25,4.965159175,42.715,1
1,1,850,30,4.974196539,41.775,1
1,1,850,35,4.982939585,40.835,1
1,1,850,40,4.990759954,39.9,1
1,1,850,45,4.99824889,38.965,1
1,1,850,50,5.00540265,38.03,1
1,1,850,55,5.011543145,37.1,1
1,1,850,60,5.016613681,36.175,1
1,1,850,65,5.021574087,35.2478429,1
1,1,850,70,5.025459706,34.32525426,1
1,1,850,75,5.028899348,33.40266562,1
1,1,850,80,5.03112025,32.48503714,1
1,1,850,85,5.032843435,31.56740865,1
1,1,850,90,5.033250304,30.65474032,1
1,1,860,10,4.99335934,45.55,1
1,1,860,15,5.003953966,44.605,1
1,1,860,20,5.014289633,43.66,1
1,1,860,25,5.023776334,42.72,1
1,1,860,30,5.032971021,41.78,1
1,1,860,35,5.04125353,40.845,1
1,1,860,40,5.04920703,39.91,1
1,1,860,45,5.056827741,38.975,1
1,1,860,50,5.064111926,38.04,1
1,1,860,55,5.070373715,37.11,1
1,1,860,60,5.075556162,36.185,1
1,1,860,65,5.080641743,35.2577632,1
1,1,860,70,5.084632408,34.33517457,1
1,1,860,75,5.088175356,33.41258593,1
1,1,860,80,5.090489623,32.49495744,1
1,1,860,85,5.091504554,31.58228911,1
1,1,860,90,5.091968824,30.66962079,1
1,1,870,10,5.051457946,45.555,1
1,1,870,15,5.062218796,44.61,1
1,1,870,20,5.072139339,43.67,1
1,1,870,25,5.081770044,42.73,1
1,1,870,30,5.091107494,41.79,1
1,1,870,35,5.100148304,40.85,1
1,1,870,40,5.108250257,39.915,1
1,1,870,45,5.116018224,38.98,1
1,1,870,50,5.122776108,38.05,1
1,1,870,55,5.129158582,37.12,1
1,1,870,60,5.134452252,36.195,1
1,1,870,65,5.139662617,35.26768351,1
1,1,870,70,5.143757612,34.34509487,1
1,1,870,75,5.147403155,33.42250624,1
1,1,870,80,5.14981,32.50487775,1
1,1,870,85,5.150907168,31.59220942,1
1,1,870,90,5.151451537,30.67954109,1
1,1,880,10,5.109528115,45.56,1
1,1,880,15,5.120454924,44.615,1
1,1,880,20,5.130534265,43.675,1
1,1,880,25,5.14032267,42.735,1
1,1,880,30,5.149816728,41.795,1
1,1,880,35,5.158382399,40.86,1
1,1,880,40,5.1666165,39.925,1
1,1,880,45,5.17451526,38.99,1
1,1,880,50,5.181394722,38.06,1
1,1,880,55,5.187897275,37.13,1
1,1,880,60,5.194018793,36.2,1
1,1,880,65,5.198636244,35.27760382,1
1,1,880,70,5.202834854,34.35501518,1
1,1,880,75,5.205809963,33.4373867,1
1,1,880,80,5.208286561,32.51975821,1
1,1,880,85,5.210259463,31.60212973,1
1,1,880,90,5.21004108,30.69442156,1
1,1,890,10,5.167569566,45.565,1
1,1,890,15,5.178082086,44.625,1
1,1,890,20,5.188899882,43.68,1
1,1,890,25,5.19884566,42.74,1
1,1,890,30,5.207873447,41.805,1
1,1,890,35,5.217210479,40.865,1
1,1,890,40,5.22559219,39.93,1
1,1,890,45,5.232966857,39,1
1,1,890,50,5.23996729,38.07,1
1,1,890,55,5.246589318,37.14,1
1,1,890,60,5.252828822,36.21,1
1,1,890,65,5.257562156,35.28752413,1
1,1,890,70,5.261863668,34.36493549,1
1,1,890,75,5.264931597,33.44730701,1
1,1,890,80,5.267499089,32.52967852,1
1,1,890,85,5.268734331,31.61701019,1
1,1,890,90,5.269412269,30.70434186,1
1,1,900,10,5.225582015,45.57,1
1,1,900,15,5.236253735,44.63,1
1,1,900,20,5.246635605,43.69,1
1,1,900,25,5.256724192,42.75,1
1,1,900,30,5.266516091,41.81,1
1,1,900,35,5.275363109,40.875,1
1,1,900,40,5.283875993,39.94,1
1,1,900,45,5.292050986,39.005,1
1,1,900,50,5.299189545,38.075,1
1,1,900,55,5.305948377,37.145,1
1,1,900,60,5.311591123,36.22,1
1,1,900,65,5.316439881,35.29744443,1
1,1,900,70,5.320843582,34.3748558,1
1,1,900,75,5.324003544,33.45722731,1
1,1,900,80,5.326661145,32.53959883,1
1,1,900,85,5.327975922,31.6269305,1
1,1,900,90,5.328731277,30.71426217,1
1,1,910,10,5.283565176,45.575,1
